Pathway	AICA RIBONUCLEOTIDE	AKT INHIBITOR VIII	AXITINIB	BI-2536	BMS-536924	BORTEZOMIB	CAMPTOTHECIN	CETUXIMAB_GEFITINIB	CHIR-99021	CISPLATIN	DOCETAXEL_PACLITAXEL	DORAMAPIMOD	DOXORUBICIN	EMBELIN	ENZASTAURIN	ERLOTINIB	FLUOROURACIL	FULVESTRANT	GEMCITABINE	GSK269962A	IRINOTECAN	JQ1	KU-55933	LENALIDOMIDE	LESTAURTINIB	LINSITINIB	METHOTREXATE	MK-2206	MOTESANIB	NAVITOCLAX	NILOTINIB	OBATOCLAX MESYLATE	PALBOCICLIB	PF-562271	RO-3306	RUXOLITINIB	SELUMETINIB_TRAMETINIB	SGC0946	SORAFENIB	TALAZOPARIB_VELIPARIB	TANESPIMYCIN	VINBLASTINE	VORINOSTAT	XAV939
REACTOME_REGULATION_OF_APOPTOSIS	0.750822390384	-0.315500839979	3.62088509281	0.620478914252	2.18640042554	-3.07258979497	-1.73908160623	0.0411401864244	0.319184754631	2.07213484162	-0.539661464013	-1.04330657333	0.861175112829	-0.872102849601	0.515018160636	0.23123628939	1.94542771524	-0.03978878681	2.08018802673	0.523672592722	-1.50612617249	1.04645042566	-1.00803225755	0.378730034562	1.52245958159	2.38047614285	0.367130869881	-0.0365121326648	3.07805755621	-0.974121402506	-0.0270233718118	-1.26788116661	3.20491446574	0.441437460564	-0.0273964034536	3.12834691722	-0.849792415515	-0.0167355436708	2.69991409873	-1.09244586354	-0.0383764778227	2.91651899172	3.14762858405	-1.81399177431
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.497413247201	0.236184041458	0.991801163798	0.96569587843	0.651558364145	1.09689123396	0.248996007207	-0.951189731211	0.495945409166	-2.90219188552	0.6651953581	0.507861166469	1.8932937292	0.301112821101	1.5586217467	-0.836899287174	0.637570989755	0.806328107225	3.12597276777	0.741234381787	0.642805900807	0.249147347208	0.250541342741	2.3187981645	1.40377220789	0.665662989804	0.214127767987	-0.157144882981	0.936628345257	0.339370803066	0.737099537445	0.846731704324	0.601915323092	0.588348405415	1.05765971267	0.848510606394	0.843438776246	1.53814274351	0.985573546318	0.738253004208	1.29244168998	1.85007361164	2.3748966097	0.637339532785
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.355946146644	1.00432586397	1.20373713618	0.112982995088	0.895433862327	-1.44048266986	0.0812034366022	-0.313112145543	-0.531037505809	0.520517930519	-1.53185066735	0.444228205686	1.17092328416	-1.77079703804	-1.62506929228	-0.125154234462	0.691025976297	-1.10332699706	0.816229201761	0.82628693227	-0.62412514036	0.454172453603	-0.517133563928	0.0127010370185	0.905915846384	0.84928287828	0.139549721888	0.574440352399	1.08231025288	-0.499611080803	0.992031745524	-0.45041845486	1.41170416829	1.3339242399	-0.336685574651	1.90029237517	-1.94791910071	-0.296345674483	1.19246575023	-2.17371566537	-0.984790211462	1.6383662508	1.36417876569	-2.54384382247
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	-1.7753482979	0.0706170644704	0.890711091328	0.833409433359	0.600476263982	0.930991150019	0.192669867978	1.09445757892	0.566157074341	1.18410789507	-0.940198896919	0.455644104434	0.378680484966	0.290615147475	-0.589414056699	0.722750588485	0.597572720101	0.611249845502	0.756138679612	0.724381134912	-0.599528150475	-0.607912412274	0.668713692767	2.20865853696	2.33058047224	0.603536643642	0.184484436223	-0.284534455682	0.869246498628	-0.890597206118	0.62670380577	-2.22692987834	0.763864121934	0.777414192144	-0.890008255771	0.98008496931	0.832382685416	1.70678480425	0.895611499384	0.757722353672	1.2236572514	1.83355197544	1.5134100393	0.556959858973
REACTOME_REGULATION_OF_INSULIN_SECRETION	1.15918522844	0.310418657688	-0.260250586672	1.37325768024	-0.209383227879	6.84234955387	0.790830043741	0.470141953368	-1.10345386665	1.69899585015	1.28671970875	-0.629884859698	0.559357382709	1.89293251068	4.79240670179	0.744340931757	3.21547059757	-0.127515342613	3.39136253147	3.43565730659	0.351188760189	-0.136478238787	10.1124116592	0.615969085982	-0.218116953552	-0.209383227879	0.828858785504	0.406971500275	-0.488256106183	-0.39123992784	-0.160128153805	1.17253842401	-0.217072381588	-0.403320956686	0.439831174005	4.97930821746	-0.462537531942	0.400891862869	0.913128899935	3.03865507867	2.79237720523	0.639319080782	5.0884317303	1.79411781483
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.514270072996	-0.528409090909	-0.714273060751	-1.13687553121	-0.598609588231	-0.595203688339	0.173782074873	-0.158021081099	-1.67936525016	1.44367660502	0.64507122606	-1.25301786845	2.65859198357	-1.41389512361	1.13952470586	0.00368858066029	1.30904519518	-0.291345102687	2.58555272097	-1.49165347324	1.01492234967	-0.172148148335	-0.589668461831	0.232456499191	-1.59850593793	-0.596092496494	0.233614151785	-0.370322775941	-1.38098869643	-1.29902622392	-0.222099283044	-1.43987345255	-0.793294216921	-1.24418260093	3.40080064487	-0.575924429895	-1.11910069216	-0.207528274307	-0.0623499921617	-1.44426127218	1.5477961188	1.93600654623	0.622275106409	0.730189934371
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	-1.89145669194	-3.25068879197	0.585362587478	-1.14455446917	0.361460960429	0.674831094453	-0.43233797084	0.679023449461	-1.62166614868	1.37715211295	0.195689400706	0.117739906522	1.13948509623	0.253172447303	-0.228324867352	1.39500428072	0.391696551444	0.318466267465	1.26100724544	0.418887768896	-0.053721530935	-0.672765636482	0.102378056584	1.35054259434	1.12439374789	0.35268498432	-0.395371069488	-2.53285657938	0.486847181788	-0.552422157047	0.373642346891	-1.33794497645	0.269089517567	0.345725615882	-1.40270061875	0.478102508584	0.427962517875	-0.968254540752	1.58132647408	1.6690314466	0.790614506987	1.72247107526	0.738273173008	-0.123292943519
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	-0.39244890095	0.718477622217	0.333252812199	-0.309990471675	0.194257172471	0.509999338702	-0.549594157655	0.671188773505	-0.233782252875	-1.76103557391	-0.158184535387	-0.0909463691054	-0.76522700557	-0.288662606591	-0.416215825404	-0.146459754379	0.171563231695	-1.72415485083	-1.54134750218	-0.0229511890261	-1.64574004783	-0.853133779335	-3.52174396232	-0.760288960658	0.771705588158	0.184921368906	-0.586999950229	0.716284851439	0.105750852889	0.507529982011	0.349462147731	-0.0435139756698	-3.64476105433	0.0384591680237	-1.40292167626	0.41605821096	0.144532858736	-0.991836598134	1.37893964854	-3.27629576367	0.714273060751	1.33201326583	-1.86551652774	-0.429109383195
REACTOME_PEROXISOMAL_LIPID_METABOLISM	-0.209175382654	3.52402249376	0.166403132763	1.93281124295	0.109830292638	0.261768683176	-0.382304358016	0.4463721534	-0.354780221454	-0.0137273923429	-0.0658895999393	-0.0932304656959	0.845090988365	1.54142639398	1.97209463368	-0.266765710804	0.0870507029918	0.167874653063	0.991133084165	-0.00836856710974	-0.12754026125	0.931582132152	-0.126722861333	1.1787732338	0.806321374004	0.065795169496	-0.357414702268	2.2585693015	-0.105251588862	1.71854134108	0.154164247007	-0.08888554722	-0.13654033384	1.66381399555	0.461265604014	0.180027117238	1.66415037091	0.911046705729	1.30286591186	1.51999952172	0.429223468989	0.332188106936	0.133188767628	2.35855669238
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.621078119286	-0.658145181714	-0.901832431887	-0.883232338948	-0.605545877016	0.974257973879	0.293640087318	-0.0182604622475	-1.82768280233	1.45573950008	-1.64625043601	-1.06167248819	1.36421483303	-0.936995105638	0.140230949723	0.0882375524324	1.33176847457	-0.512212597005	1.56818839066	-1.3489387527	1.13504221749	0.840613025449	-0.447750144698	0.227795160198	-1.47250743705	-0.616880946357	0.298328882419	-0.398411880199	-1.26241065871	-1.13669232413	-0.472526156232	0.352061714548	-0.723239668992	-1.04218066482	-0.0328811140486	-0.56499401859	-1.10992343628	-0.11584069344	-0.155320152436	0.0795903940918	1.53188301718	-0.717904039824	1.7589662871	0.883824877598
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.777288332271	-0.237573618866	4.36384044716	0.819893042581	2.73871455497	-0.162195075792	0.498237155166	-0.00608591889775	0.537813375774	1.18141795366	1.43738879999	1.02075465833	0.23572954356	-0.792883657994	1.67857250813	0.365876885836	2.5160703057	4.14509567825	2.46939508114	2.46706439801	-0.0672258431024	-0.544271133974	0.146459754379	0.487056787395	2.06907647467	3.03922874717	0.508964696953	-0.189872568757	3.69034496155	0.629212120537	4.5540235435	2.73747262218	4.57244097773	3.43560062355	0.0129110204506	7.20495059442	1.17271186556	0.111468464562	3.22243410526	-0.778591290848	-0.204419284545	4.60177571655	4.74791918728	-1.63765437051
REACTOME_MEIOTIC_SYNAPSIS	0.899715410825	3.22724855026	2.90069552192	-1.74517185855	2.16375095189	3.94031124729	-1.50723090557	3.60972208542	2.17048201745	3.40477016562	2.31266582187	1.11801738865	0.242224603784	0.955754086572	-1.26516917602	2.1417579119	1.619626008	-0.131993834138	3.3816870152	1.93113895564	-1.37322901798	-0.593023216348	-0.135388104722	0.475169136776	2.13911691062	2.17124059337	0.605936602575	2.21426093217	2.9186794137	2.0234452663	-0.162019767618	2.44253794788	-0.534528026105	2.85109299531	0.201903756031	5.73697839038	2.46102040461	-2.20656017786	3.93864128281	-1.08620225324	0.0177150767644	1.71042743049	-1.00338192446	-1.46842033596
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.845991041324	0.0	4.03054556253	0.865675529495	3.1436144091	-3.57312314527	0.509780943173	0.0102603235521	-1.54901046729	2.36631763619	0.595953997211	1.07893414502	1.61736037437	-0.686013800817	-1.07795003477	0.435205411029	2.39932422919	0.117242076352	2.57310054586	-0.830242935114	-0.014435260481	1.21304477459	-0.396746023808	0.47437673736	1.06672009187	3.09409543703	0.547609892163	0.148289240625	3.77958993425	0.622261872782	3.13183544849	0.807579441996	-0.189203466239	-0.766974812433	0.0842544865342	-0.201163425216	1.34828387805	0.0854180056935	4.85217198284	-0.8724593007	0.152038984555	3.32945880788	0.612711864542	-1.5603587683
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.605272675484	3.9490135104	2.00025048475	3.16723668297	1.56850489717	2.73040923171	0.269948329331	3.28858718068	0.0365897059455	3.4888941896	2.56148840278	0.803171902304	1.85104761351	0.796979871232	4.31823836754	1.93082561345	1.15133895763	-0.517133563928	1.45275038901	1.58088577308	-0.340845955721	-0.989623820473	-0.206767665679	0.249135161297	3.66516307489	1.44115338425	0.312208232949	3.57928315356	2.029874991	1.37940651642	1.87203218576	1.93023063098	2.89092486674	2.27204108915	3.07111873198	4.14235862948	1.78344766276	-0.0882878898606	1.85448072523	1.31104570752	3.42620744866	3.64914698435	2.96705518728	0.850584981847
REACTOME_SIGNAL_ATTENUATION	0.235877830074	-1.45446574426	-1.60340909588	1.04661903908	-1.11684131975	1.47328619391	-0.173537297868	-0.366014630251	-0.701272489069	-0.571402216086	-2.59868608489	-1.8025149941	2.73321253908	0.261373289811	0.587963610649	-0.449105356133	0.740279940617	-0.956926753864	1.85600302822	-2.2598300956	0.417428752797	-0.839669893014	1.99377139565	-0.212618630782	-4.14481562124	-1.04710842738	-0.1700351076	-0.99755853592	-2.26022952628	-1.81963317564	-0.97239713638	-0.487090052438	1.51338295917	-1.62686244729	2.00208572379	-0.97793089137	-1.86995635558	-0.518189538497	-0.914866134076	-0.765325785705	0.560757969976	2.40020299028	2.53920371459	0.137234856089
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	1.53911164005	0.105810277097	-0.144614153215	1.51090508049	-0.162834511547	0.115772885316	-0.874961235445	0.229594559787	0.852099695164	-1.01045427293	-0.0692217068142	-0.285305921712	0.603877683951	-0.50482984406	1.95554582776	-2.68319128195	-0.18853839504	-4.27715633357	0.440230649126	3.42557130692	-0.76396011837	-1.55660810289	-0.0654324859877	0.674087790009	1.07493793647	-0.169534025528	-0.94191231313	0.160128153805	-0.445229219695	1.18761948053	0.0592646017922	-0.387109207083	-0.328634203663	4.9631574451	0.241837808521	-0.0385623720548	2.02259958739	0.442323313545	1.07174866884	-2.1527286632	0.191318588752	2.82293422692	-2.33006116018	-0.841381476703
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	1.15837355534	0.821277389358	0.105573478501	1.7365876048	0.997788423389	1.73063823888	0.609594197243	-0.612793454952	1.06693972202	-0.104031297322	1.02140613381	1.17322234871	2.17040726579	-0.90237922385	2.50877319929	-0.230496614926	1.23501114378	-0.976281209488	2.68377984495	1.42941562934	1.42872796937	1.23049043594	0.318310518053	0.396473136789	1.55719806037	1.05017828614	0.655382756149	0.397265570546	0.733340005964	-1.31796911754	1.02224741381	-1.09420619104	1.03356060317	1.19552412884	1.62368828177	1.18584327393	1.51845197903	2.63308871379	0.635329299162	0.248049594206	1.94932230137	3.07357029782	2.07789893761	1.490711985
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	-0.878674588049	-6.51163711573	-0.00509653810361	-0.141285553398	-0.132712186561	-4.01086608585	0.77792254533	0.165577108754	-2.96523935351	0.17049345328	0.205595436424	-0.614089350269	2.17772973805	-0.543448974205	-2.09914454142	0.568880133149	4.22704678568	0.231325972786	3.19193160887	-0.616534194136	0.28566746962	1.57459865273	-0.153432243772	-1.49909719013	-0.441418593189	-0.120251231478	0.762245482574	-4.81958953981	-0.364515221618	-3.30588969814	0.260341357033	-0.710832094281	-0.0120220445971	-0.412873407057	0.183101440005	0.0478355826744	-0.398907131933	0.230632330355	0.921097975186	-0.645092274082	0.262318651488	4.08872926399	1.23328887836	-1.18335033017
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	1.25208545886	-0.00386336587763	1.90460215017	-1.41608752058	-0.226778683806	-0.285142817914	0.628298142592	0.218156429063	-1.16537338042	1.38767709673	-0.6626107152	-2.41340942037	0.44271283598	-0.694541302589	0.317996070632	0.559941049351	-0.309422459838	-0.144714921058	0.11293645148	-0.636728738788	0.258855211003	0.691300653975	-0.0548545994539	0.577561817387	-0.403118317353	-0.250641895614	0.696482505493	0.0654324859877	0.782984912089	-0.514547264747	-0.106501625313	-0.686515033089	-0.324476198848	-0.618269236219	-3.16349183661	0.0160664598034	-3.96028138067	0.286669455563	1.98109076483	-0.8124818603	0.123039868327	-0.91483667336	0.869068073892	-1.26155147304
