# scale the enrichment scores by number of genes in the gene sets
# this normalization has not effects on the final NES, as indicated by Barbie et al., 2009, online methods, pg. 2
Term|ES	P10	P11	P14	P16	P17	P18	P19A	P19B	P20	P23	P24A	P24B	P25	P26	P27	P28	P31	P5	P6	P7	P8	P9
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.28184390468015824	0.29759986489063184	0.31426386447421034	0.31802572960077513	0.22106729061416275	0.3084186542556763	0.31919068256455935	0.28482770550328423	0.26745093989970786	0.2911191573066769	0.29138425109594485	0.3228021792663271	0.26856505999724445	0.2931546334775643	0.32847412255155606	0.30338922787707173	0.3080008347307875	0.2637865392968897	0.32759353472025576	0.30096409116835043	0.31623838812802707	0.3333155373382427
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.20326946883575933	0.20912733039022663	0.14701230535650225	0.18027779323199622	0.1542324933565421	0.1953087422794053	0.19808566494936353	0.1928321321112928	0.19961460561539396	0.20420157443264692	0.23288498635302618	0.22280297302426866	0.2562400308652364	0.16984039952298846	0.21618879846800104	0.17131710192663419	0.20101795125887006	0.17951967311666006	0.18665855733301748	0.18199004190986892	0.23261577353582386	0.1782846725108458
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.1848604737047833	0.17707535138814978	0.17724425423417	0.16707944528260232	0.17277900061118867	0.18188516863590498	0.2023280867357386	0.17447537658775503	0.1852001353488419	0.18246358628365383	0.18293838511763927	0.18857566210875265	0.18036413654552935	0.1928434902708191	0.18511986871972777	0.1785918609041368	0.17589447707363226	0.18328907819945325	0.1771545614464865	0.1930107578718382	0.18436860607781588	0.18437522169668943
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.22122864205100723	0.2129500857257057	0.22162828265302073	0.24253246102980303	0.2314026271140127	0.23652903768559871	0.3060242447501172	0.23830088290292073	0.2424378169246057	0.23728073105933375	0.22876808443685856	0.25849743309043155	0.2701057299533803	0.24006421136720063	0.23986850743530874	0.2298130273817435	0.22559327136443413	0.236400746208088	0.2291898768886947	0.24966812679120087	0.24155026649625902	0.21194402378570645
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.24502638544844701	0.24017265274047567	0.25035253066979507	0.24682743639199772	0.2513288385100606	0.2633893368105998	0.271399176477349	0.2592038762356781	0.2532745229441322	0.22739972944792167	0.2341977263854706	0.2500715003615212	0.22919328544704504	0.2745719959389823	0.19832509612908636	0.2318371660451631	0.23596013290661821	0.15873183644707906	0.25593567505380205	0.25174073660132773	0.26611980233073196	0.23267536929273458
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.23718135155725384	0.232871002728341	0.2353594890716586	0.233688495755771	0.24171587323424132	0.2471775861156037	0.2599473240955456	0.2392674873215811	0.23962285764476074	0.2179887298329468	0.2165723018890862	0.24127779929023613	0.2148560371054136	0.25555727766697545	0.19456364734341602	0.21823455852344625	0.2299011861104202	0.1616247529668934	0.2460841516573068	0.23345614956155192	0.25899322064415053	0.21973459053266464
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.22413173138365958	0.2191893408896991	0.23110755161818555	0.22662022392354347	0.23488515420022527	0.24254062523124162	0.2579792517855504	0.23987664536464592	0.23285746296040413	0.20761700388984883	0.20852659108101734	0.232797072368288	0.2069722859094323	0.2534931443952637	0.17703300875538452	0.21257834965157724	0.2154309243614928	0.12821968454477728	0.24037685585109775	0.2305859621690568	0.25391423858699425	0.20779506482188126
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.24460051841971675	0.23364527046008687	0.23862068630651145	0.23610640611389755	0.24863404260490105	0.25261285366737285	0.26062079883786254	0.24076435569151095	0.24641338511392513	0.22997182112265072	0.2226769094002778	0.24777346563213037	0.22940747796166291	0.25966011585874416	0.19870099442485212	0.22915651450157004	0.24120082502683565	0.1657284000559484	0.24923392206024325	0.24142529368866258	0.2614380446419895	0.23798373085419305
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	0.3351965048417354	0.3215288246029181	0.3481428302354726	0.3496221074179051	0.33932975224659256	0.3316348166953917	0.32026744262870077	0.3139059968599727	0.35596598344015323	0.3542762853911301	0.29659111140852884	0.31311247970515443	0.34478563659387407	0.33757651985733367	0.302601580294766	0.3404420450154613	0.3251384548292066	0.331944993798999	0.35960663738347726	0.27868181884949994	0.35654897955993176	0.3496239037867539
REACTOME_APOPTOSIS	0.15706884324092873	0.165908273400147	0.14178868198752287	0.1523299480539978	0.1473586766243467	0.15180466229386186	0.1701928124967236	0.15661762291812203	0.13830055642758995	0.15334535245450992	0.13552364794495697	0.1566424255371227	0.16744676601155714	0.150419027215695	0.16995421168959202	0.1475542667570331	0.15617606215650903	0.16588670330292649	0.15204766251406687	0.15579556278519058	0.15228237896740404	0.15148845995449392
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.2398509163445483	0.25104043415116084	0.290552106497587	0.2774717393773645	0.30253735262697984	0.3148781109548529	0.3412431552924821	0.2872412981836061	0.2430965389917799	0.22845924551195707	0.24447829500047197	0.2809680216228865	0.2500285483482488	0.2970085878270791	0.22836246847212505	0.26202736670767235	0.24013675199033033	0.16900332838654542	0.2646469557705573	0.2827484094676231	0.2895976919724503	0.23503421791714463
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.1630496592676783	0.18605623809286095	0.13713997824063096	0.14892931706483453	0.15199340538109174	0.14150977935015346	0.148868310593477	0.1387461317474779	0.12641523976413205	0.1461220216812833	0.13510952455785655	0.15685367239106368	0.168740395601352	0.15385425843809064	0.17396017425116753	0.13234952209999754	0.16629773059989147	0.16832754155272553	0.1628611698657761	0.14803654673058728	0.14616841834179461	0.14884838861120878
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.32104740259186504	0.3402976299216933	0.2910382015782603	0.3123229407364772	0.2814619267503082	0.2838157469262416	0.27497039479725927	0.29345256695545696	0.288356635300795	0.3226356576913302	0.29439864949839945	0.3360943391515656	0.32758120901596344	0.28084538826648714	0.3390952664637443	0.27997730777680474	0.3484565773836497	0.31259731371761756	0.3136278281753472	0.2633313933082314	0.3133738068487934	0.30939325601159956
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.1781556786068746	0.19478594448338768	0.1577201518309781	0.16743319168264797	0.17450355634915488	0.16724184089332614	0.17429496266378244	0.15901420564358712	0.14943072879250932	0.16116873205197058	0.15535070051853053	0.1768831266029992	0.18467903730260277	0.17722760535538076	0.18627623579026265	0.15166146868794464	0.17798100590253624	0.17799063117735386	0.18089138377463576	0.16662193344583093	0.17178783192534008	0.16185644758010448
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	-0.08490905594592267	-0.09092638732691771	-0.08850247710826276	-0.07539821404769999	-0.06777237623563681	-0.12312111593497785	-0.09429660449205012	-0.07119881460626555	-0.08608467590747758	-0.08337385409841223	-0.08924061882421233	-0.10807377017787394	-0.10205838548159664	-0.096974739725297	-0.10310886205914872	-0.0847860076310673	-0.07396265598679518	-0.09078870187661474	-0.06620017573961973	-0.01863963278756977	-0.08664262209206941	-0.08906564426405864
REACTOME_ARMS_MEDIATED_ACTIVATION	0.2572107597973481	0.257533416926284	0.25229799188903623	0.262657802352583	0.2664659569738063	0.26378689855286275	0.28671477261430495	0.26837169752408113	0.2543854738037813	0.23562566132916885	0.25654824146084004	0.2520602221818314	0.2716471092362823	0.27057348241455265	0.25448877659792385	0.25653893942824657	0.2548439927083238	0.24094288704000624	0.2537507550999549	0.2604725935141943	0.2902965317978962	0.25725442575654045
